Eps    1: ENVT  101: ENVR   -204.9 :EC  0:TS  101: R   -278.0 :eps 1.000:Act ((Robot(R1): Node(25)->Node(57)),(Robot(R2): Node(24)->Node(56)),(Robot(R3): Node(32)->Node(62)),(Robot(R4): Node(21)->Node(53)),(Robot(R5): Node(69)->Node(9)),(Robot(R6): Node(10)->Node(44)),(Robot(R7): Node(105)->Node(65)),(Robot(R8): Node(76)->Node(10)),(Robot(R9): Node(41)->Node(6))) 
Eps  972: ENVT  101: ENVR   -308.2 :EC  0:TS  101: R   -382.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(61)->Node(30)),(None: None->None),(None: None->None),(None: None->None)) 
Eps  973: ENVT  101: ENVR   -308.2 :EC  0:TS  101: R   -405.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  974: ENVT  101: ENVR   -308.2 :EC  0:TS  101: R   -361.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  975: ENVT  101: ENVR   -407.3 :EC  0:TS  101: R   -270.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  976: ENVT  101: ENVR   -407.3 :EC  0:TS  101: R   -406.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  977: ENVT  101: ENVR   -407.3 :EC  0:TS  101: R   -326.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(57)->Node(26))) 
Eps  978: ENVT  101: ENVR   -407.3 :EC  0:TS  101: R   -299.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(39)->Node(99)),(None: None->None),(Robot(R7): Node(96)->Node(36)),(None: None->None),(None: None->None)) 
Eps  979: ENVT  101: ENVR   -407.3 :EC  0:TS  101: R   -359.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  980: ENVT  101: ENVR   -435.1 :EC  0:TS  101: R   -317.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  981: ENVT  101: ENVR   -435.1 :EC  0:TS  101: R   -379.7 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(22)->Node(54)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  982: ENVT  101: ENVR   -435.1 :EC  0:TS  101: R   -376.9 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(44)->Node(9)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  983: ENVT  101: ENVR   -435.1 :EC  0:TS  101: R   -387.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  984: ENVT  101: ENVR   -435.1 :EC  0:TS  101: R   -352.8 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(29)->Node(95)),(Robot(R3): Node(36)->Node(1)),(None: None->None),(Robot(R5): Node(39)->Node(99)),(Robot(R6): Node(10)->Node(44)),(None: None->None),(None: None->None),(None: None->None)) 
Eps  985: ENVT  101: ENVR   -343.7 :EC  0:TS  101: R   -311.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  986: ENVT  101: ENVR   -343.7 :EC  0:TS  101: R   -405.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(8)->Node(42)),(None: None->None),(None: None->None)) 
Eps  987: ENVT  101: ENVR   -343.7 :EC  0:TS  101: R   -362.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  988: ENVT  101: ENVR   -343.7 :EC  0:TS  101: R   -412.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  989: ENVT  101: ENVR   -343.7 :EC  0:TS  101: R   -346.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  990: ENVT  101: ENVR   -393.2 :EC  0:TS  101: R   -366.9 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(29)->Node(95)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(101)->Node(61))) 
Eps  991: ENVT  101: ENVR   -393.2 :EC  0:TS  101: R   -401.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  992: ENVT  101: ENVR   -393.2 :EC  0:TS  101: R   -424.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  993: ENVT  101: ENVR   -393.2 :EC  0:TS  101: R   -427.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  994: ENVT  101: ENVR   -393.2 :EC  0:TS  101: R   -410.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(15)->Node(81)),(None: None->None)) 
Eps  995: ENVT  101: ENVR   -425.4 :EC  0:TS  101: R   -404.0 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(22)->Node(82)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  996: ENVT  101: ENVR   -425.4 :EC  0:TS  101: R   -375.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(28)->Node(60))) 
Eps  997: ENVT  101: ENVR   -425.4 :EC  0:TS  101: R   -411.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps  998: ENVT  101: ENVR   -425.4 :EC  0:TS  101: R   -337.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(13)->Node(47)),(None: None->None)) 
Eps  999: ENVT  101: ENVR   -425.4 :EC  0:TS  101: R   -382.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(61)->Node(30)),(None: None->None)) 
Eps 1000: ENVT  101: ENVR   -390.9 :EC  0:TS  101: R   -376.1 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(9)->Node(75)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1001: ENVT  101: ENVR   -390.9 :EC  0:TS  101: R   -397.1 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(62)->Node(102)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1002: ENVT  101: ENVR   -390.9 :EC  0:TS  101: R   -362.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(6)->Node(66)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1003: ENVT  101: ENVR   -390.9 :EC  0:TS  101: R   -413.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1004: ENVT  101: ENVR   -390.9 :EC  0:TS  101: R   -394.6 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(37)->Node(97)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1005: ENVT  101: ENVR   -390.8 :EC  0:TS  101: R   -383.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1006: ENVT  101: ENVR   -390.8 :EC  0:TS  101: R   -381.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1007: ENVT  101: ENVR   -390.8 :EC  0:TS  101: R   -438.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(37)->Node(2)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1008: ENVT  101: ENVR   -390.8 :EC  0:TS  101: R   -368.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(37)->Node(97)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1009: ENVT  101: ENVR   -390.8 :EC  0:TS  101: R   -359.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1010: ENVT  101: ENVR   -401.9 :EC  0:TS  101: R   -410.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(68)->Node(2)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1011: ENVT  101: ENVR   -401.9 :EC  0:TS  101: R   -360.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1012: ENVT  101: ENVR   -401.9 :EC  0:TS  101: R   -310.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1013: ENVT  101: ENVR   -401.9 :EC  0:TS  101: R   -353.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(70)->Node(4))) 
Eps 1014: ENVT  101: ENVR   -401.9 :EC  0:TS  101: R   -365.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1015: ENVT  101: ENVR   -358.1 :EC  0:TS  101: R   -368.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1016: ENVT  101: ENVR   -358.1 :EC  0:TS  101: R   -362.5 :eps 0.000:Act ((Robot(R1): Node(37)->Node(97)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(26)->Node(86)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1017: ENVT  101: ENVR   -358.1 :EC  0:TS  101: R   -345.2 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(104)->Node(64)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1018: ENVT  101: ENVR   -358.1 :EC  0:TS  101: R   -351.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1019: ENVT  101: ENVR   -358.1 :EC  0:TS  101: R   -438.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1020: ENVT  101: ENVR   -443.4 :EC  0:TS  101: R   -441.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1021: ENVT  101: ENVR   -443.4 :EC  0:TS  101: R   -428.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1022: ENVT  101: ENVR   -443.4 :EC  0:TS  101: R   -292.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(10)->Node(44)),(Robot(R9): Node(70)->Node(4))) 
Eps 1023: ENVT  101: ENVR   -443.4 :EC  0:TS  101: R   -281.9 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(39)->Node(99)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1024: ENVT  101: ENVR   -443.4 :EC  0:TS  101: R   -288.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(27)->Node(93)),(None: None->None)) 
Eps 1025: ENVT  101: ENVR   -309.0 :EC  0:TS  101: R   -370.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1026: ENVT  101: ENVR   -309.0 :EC  0:TS  101: R   -246.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1027: ENVT  101: ENVR   -309.0 :EC  0:TS  101: R   -341.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(97)->Node(37))) 
Eps 1028: ENVT  101: ENVR   -309.0 :EC  0:TS  101: R   -398.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1029: ENVT  101: ENVR   -309.0 :EC  0:TS  101: R   -309.9 :eps 0.000:Act ((Robot(R1): Node(33)->Node(63)),(None: None->None),(None: None->None),(Robot(R4): Node(14)->Node(74)),(Robot(R5): Node(49)->Node(16)),(Robot(R6): Node(76)->Node(10)),(None: None->None),(Robot(R8): Node(34)->Node(64)),(None: None->None)) 
Eps 1030: ENVT  101: ENVR   -344.5 :EC  0:TS  101: R   -330.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1031: ENVT  101: ENVR   -344.5 :EC  0:TS  101: R   -324.3 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(48)->Node(15)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1032: ENVT  101: ENVR   -344.5 :EC  0:TS  101: R   -354.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1033: ENVT  101: ENVR   -344.5 :EC  0:TS  101: R   -312.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1034: ENVT  101: ENVR   -344.5 :EC  0:TS  101: R   -397.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1035: ENVT  101: ENVR   -302.8 :EC  0:TS  101: R   -323.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 1036: ENVT  101: ENVR   -302.8 :EC  0:TS  101: R   -280.4 :eps 0.000:Act ((Robot(R1): Node(37)->Node(2)),(Robot(R2): Node(48)->Node(15)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(26)->Node(58)),(None: None->None),(Robot(R8): Node(8)->Node(42)),(None: None->None)) 
